Loan_Id,Bank_Name,Loan_Type,Interest_Rate,Age,Gender,Annual_Income,Monthly_Emi,Years_of_Credit_History,Credit_Score,Loan_Amount,Tenure,Margin,Processing_Fee,Rating
2389,PNB,Automobile,9.25,30,1,348536,8045,8.9,779,290800,7,85,0,4
2390,PNB,Home,7.55,42,1,1981985,38649,28.2,793,3868000,30,80,13538,4
2391,PNB,Automobile,9.25,31,0,784358,12288,11.3,797,381700,7,85,0,4
2392,PNB,Education,9.3,45,1,970425,20864,10.4,812,3527000,15,85,35270,4
2393,PNB,Automobile,9.25,48,1,1022903,22248,19.9,821,346000,7,85,0,4
2394,PNB,Automobile,9.25,50,0,2670963,46742,20.7,794,296600,7,85,0,4
2395,PNB,Education,9.3,53,1,679478,21913,21.6,712,3701000,15,85,37010,4
2396,PNB,Home,7.4,24,1,1860670,28220,18.8,818,3155000,30,80,11042.5,4
2397,PNB,Home,7.4,29,1,712614,4139,15.2,810,3499000,30,80,12246.5,4
2398,PNB,Education,9.3,25,1,1240187,18809,21.4,821,2942000,15,85,29420,4
2399,PNB,Home,7.55,42,1,1932680,3221,30.9,791,3591000,30,80,12568.5,4
2400,PNB,Home,7.55,30,1,1200838,23016,22.4,773,4481000,30,80,15683.5,4
2401,PNB,Automobile,9.25,56,0,1402200,3295,23,751,348700,7,85,0,4
2402,PNB,Automobile,9.25,31,1,1054728,18194,13.8,804,303900,7,85,0,4
2403,PNB,Home,7.4,44,0,1203726,23974,15.2,815,4432000,30,80,15512,4
2404,PNB,Home,7.4,40,1,1708803,37024,33.5,811,3033000,30,80,10615.5,4
2405,PNB,Education,9.3,37,1,1139430,4349,16.2,765,4908000,15,85,49080,4
2406,PNB,Automobile,9.25,42,0,556149,2336,10.4,813,533500,7,85,0,4
2407,PNB,Education,9.3,55,1,1193143,13025,11.6,810,3131000,15,85,31310,4
2408,PNB,Home,7.55,55,1,1043024,19122,14.2,755,3551000,30,80,12428.5,4
2409,PNB,Education,9.3,49,1,1458440,13333,17.9,793,4908000,15,85,49080,4
2410,PNB,Home,7.55,25,1,1345998,18395,17.4,754,4213000,30,80,14745.5,4
2411,PNB,Automobile,9.25,41,0,1085983,22986,11.3,713,315200,7,85,0,4
2412,PNB,Automobile,9.25,41,1,769880,15270,10.6,796,347500,7,85,0,4
2413,PNB,Education,9.3,30,1,1621460,18242,21.1,822,3509000,15,85,35090,4
2414,PNB,Home,7.8,40,0,1472367,15435,15.6,741,3865000,30,80,13527.5,4
2415,PNB,Home,7.55,51,0,635208,9211,20.4,791,3146000,30,80,11011,4
2416,PNB,Home,7.8,46,0,673854,8985,15.4,742,3920000,30,80,13720,4
2417,PNB,Education,9.3,56,0,479332,2836,15.2,773,3841000,15,85,38410,4
2418,PNB,Home,7.4,26,1,758936,8159,16.8,807,3167000,30,80,11084.5,4
2419,PNB,Home,7.4,57,1,1675458,21781,19.8,810,3286000,30,80,11501,4
2420,PNB,Automobile,9.25,45,1,575814,12092,15.6,746,518200,7,85,0,4
2421,PNB,Home,7.4,37,1,906433,9593,14.5,808,3027000,30,80,10594.5,4
2422,PNB,Education,9.3,59,0,767448,8122,8.6,811,3716000,15,85,37160,4
2423,PNB,Automobile,9.25,29,0,1602897,13758,16.3,777,399300,7,85,0,4
2424,PNB,Automobile,9.25,53,1,2106720,7093,18.4,800,638100,7,85,0,4
2425,PNB,Education,9.3,56,0,419824,9936,9,788,3027000,15,85,30270,4
2426,PNB,Education,9.3,38,0,1420896,17524,21,810,3649000,15,85,36490,4
2427,PNB,Home,7.4,28,0,775428,10468,20.7,821,3045000,30,80,10657.5,4
2428,PNB,Home,7.55,37,1,1588685,14431,15.9,784,3865000,30,80,13527.5,4
2429,PNB,Education,9.3,44,1,3022729,73553,15.9,779,4637000,15,85,46370,4
2430,PNB,Education,9.3,52,1,716110,9011,13.5,812,3743000,15,85,37430,4
2431,PNB,Education,9.3,38,0,903089,14073,18,801,3170000,15,85,31700,4
2432,PNB,Home,7.4,52,0,759088,16004,14.6,802,3060000,30,80,10710,4
2433,PNB,Home,7.4,56,1,1532464,33076,29.8,807,2835000,30,80,9922.5,4
2434,PNB,Automobile,9.25,45,1,496489,9988,13,815,285600,7,85,0,4
2435,PNB,Automobile,9.25,43,0,1115376,12269,18.3,789,328600,7,85,0,4
2436,PNB,Automobile,9.25,29,1,2073907,44416,26.1,804,369500,7,85,0,4
2437,PNB,Home,7.55,28,0,678357,9327,9.4,789,3408000,30,80,11928,4
2438,PNB,Education,9.3,47,1,1632936,6260,8.6,760,4774000,15,85,47740,4
2439,PNB,Home,7.4,46,0,1636299,21913,19.8,803,4841000,30,80,16943.5,4
2440,PNB,Automobile,9.25,29,0,1436628,26099,15.6,802,371600,7,85,0,4
2441,PNB,Education,9.3,58,1,4025777,1375,19,810,3490000,15,85,34900,4
2442,PNB,Home,7.4,41,0,1348164,25390,16.8,804,5225000,30,80,18287.5,4
2443,PNB,Home,7.4,32,0,2165563,42589,19.5,816,5463000,30,80,19120.5,4
2444,PNB,Automobile,9.25,52,0,3749840,56873,14.5,761,799900,7,85,0,4
2445,PNB,Home,7.55,45,1,3824320,53222,14.4,783,4524000,30,80,15834,4
2446,PNB,Education,9.3,44,1,965105,11903,13.8,812,3076000,15,85,30760,4
2447,PNB,Education,9.3,40,0,850668,6316,10.3,796,3027000,15,85,30270,4
2448,PNB,Home,7.4,49,0,1516960,23260,15,808,3503000,30,80,12260.5,4
2449,PNB,Automobile,9.25,44,1,1098770,5228,16,812,344200,7,85,0,4
2450,PNB,Automobile,9.25,48,0,223706,3617,9.5,796,286800,7,85,0,4
2451,PNB,Home,7.4,39,1,1033790,25156,18.7,801,3890000,30,80,13615,4
2452,PNB,Education,9.3,30,1,2521870,56112,18,767,4143000,15,85,41430,4
2453,PNB,Home,7.55,45,1,386650,11245,12.9,787,2838000,30,80,9933,4
2454,PNB,Education,9.3,57,1,879149,25642,16,753,3862000,15,85,38620,4
2455,PNB,Automobile,9.25,34,0,557612,4019,23.4,812,432900,7,85,0,4
2456,PNB,Education,9.3,43,0,1735479,24875,16,789,3109000,15,85,31090,4
2457,PNB,Automobile,9.25,32,1,2656352,11334,30.5,771,412800,7,85,0,4
2458,PNB,Home,7.55,29,0,2319634,25903,22.5,789,3911000,30,80,13688.5,4
2459,PNB,Home,7.4,33,1,689206,8902,41.4,813,4219000,30,80,14766.5,4
2460,PNB,Home,7.4,58,1,471960,12939,33.1,808,3384000,30,80,11844,4
2461,PNB,Home,7.4,24,1,915230,11746,12.3,804,3923000,30,80,13730.5,4
2462,PNB,Education,9.3,30,1,526414,4869,12.4,746,3963000,15,85,39630,4
2463,PNB,Automobile,9.25,58,0,873031,17752,19.2,777,316700,7,85,0,4
2464,PNB,Home,7.4,56,0,1278301,13422,14,808,3295000,30,80,11532.5,4
2465,PNB,Home,7.55,30,0,1638788,18436,15.3,753,5118000,30,80,17913,4
2466,PNB,Automobile,9.25,47,0,1685376,32022,14.5,714,439900,7,85,0,4
2467,PNB,Education,9.3,33,1,1002630,14204,11.6,761,4149000,15,85,41490,4
2468,PNB,Home,7.55,50,1,1298745,17425,13.3,770,4265000,30,80,14927.5,4
2469,PNB,Home,7.55,48,1,503956,9407,14.5,778,2823000,30,80,9880.5,4
2470,PNB,Education,9.3,29,0,865013,11750,7.7,784,2804000,15,85,28040,4
2471,PNB,Automobile,9.25,49,0,1390515,10974,15.7,818,478600,7,85,0,4
2472,PNB,Education,9.3,39,1,738682,3423,14.5,819,5243000,15,85,52430,4
2473,PNB,Automobile,9.25,24,0,1708461,14380,12.7,802,350300,7,85,0,4
2474,PNB,Home,7.4,54,1,629679,16319,12.1,803,3274000,30,80,11459,4
2475,PNB,Home,7.4,36,1,1255387,13809,26.7,802,3481000,30,80,12183.5,4
2476,PNB,Education,9.3,31,0,470630,6079,28.2,788,2829000,15,85,28290,4
2477,PNB,Automobile,9.25,54,1,562989,15998,8.5,793,314300,7,85,0,4
2478,PNB,Home,7.55,54,1,1150317,26457,13,784,3210000,30,80,11235,4
2479,PNB,Education,9.3,39,1,3018112,12928,25.6,782,4362000,15,85,43620,4
2480,PNB,Automobile,9.25,24,0,1011123,18790,19.1,772,506000,7,85,0,4
2481,PNB,Education,9.3,37,0,1509113,31817,14.6,777,3658000,15,85,36580,4
2482,PNB,Automobile,9.25,24,1,1616140,14815,22.9,785,282000,7,85,0,4
2483,PNB,Automobile,9.25,26,1,1054405,8954,18.6,806,389300,7,85,0,4
2484,PNB,Automobile,9.25,44,1,1418008,9501,20,813,305700,7,85,0,4
2485,PNB,Automobile,9.25,40,0,981768,12027,20.4,799,296600,7,85,0,4
2486,PNB,Home,7.55,58,1,1022770,15324,19.7,788,4115000,30,80,14402.5,4
2487,PNB,Home,7.4,47,0,4943876,11453,19.6,818,9972000,30,80,34902,4
2488,PNB,Education,9.3,55,1,2568344,18749,11.8,812,3006000,15,85,30060,4
2489,PNB,Automobile,9.25,51,1,1037514,10548,11,678,315500,7,85,0,4
2490,PNB,Automobile,9.25,38,0,779798,8058,12.5,802,289000,7,85,0,4
2491,PNB,Automobile,9.25,39,0,605568,13878,7,769,524300,7,85,0,4
2492,PNB,Home,7.4,31,1,1842905,21961,20,814,3524000,30,80,12334,4
2493,PNB,Home,7.55,32,1,1061625,10528,27.6,784,3246000,30,80,11361,4
2494,PNB,Education,9.3,28,1,1100233,13019,18.4,813,3140000,15,85,31400,4
2495,PNB,Automobile,9.25,32,1,865526,13343,26.1,816,290500,7,85,0,4
2496,PNB,Education,9.3,45,0,493316,15704,13,761,4939000,15,85,49390,4
2497,PNB,Automobile,9.25,42,1,567036,6275,17,790,293200,7,85,0,4
2498,PNB,Automobile,9.25,42,1,1140114,9881,13.9,778,447200,7,85,0,4
2499,PNB,Home,7.55,47,1,988969,9807,15.9,785,2841000,30,80,9943.5,4
2500,PNB,Automobile,9.25,40,1,3266176,51034,29.5,777,419500,7,85,0,4
2501,PNB,Education,9.3,34,1,1873020,28095,20.9,819,3490000,15,85,34900,4
2502,PNB,Home,7.8,33,1,1897701,14059,11.9,712,4603000,30,80,16110.5,4
2503,PNB,Education,9.3,35,0,1956050,24125,18,800,4091000,15,85,40910,4
2504,PNB,Home,7.55,37,1,562134,5809,26.5,789,3289000,30,80,11511.5,4
2505,PNB,Education,9.3,46,1,835506,11279,11.3,772,3820000,15,85,38200,4
2506,PNB,Home,7.55,31,0,1168272,17329,9.5,783,3734000,30,80,13069,4
2507,PNB,Education,9.3,38,0,1731717,16451,10.6,818,3551000,15,85,35510,4
2508,PNB,Education,9.3,32,0,1600465,17472,14.2,779,4161000,15,85,41610,4
2509,PNB,Home,7.4,46,1,873468,9608,17.6,810,3182000,30,80,11137,4
2510,PNB,Home,7.4,56,0,1256451,18114,20.3,808,4009000,30,80,14031.5,4
2511,PNB,Home,7.4,40,1,1883356,39708,36.4,816,3731000,30,80,13058.5,4
2512,PNB,Home,7.55,54,1,2820018,55225,16.6,791,4009000,30,80,14031.5,4
2513,PNB,Education,9.3,43,1,812915,13481,15.5,780,3051000,15,85,30510,4
2514,PNB,Home,7.55,56,1,1520456,18752,15,777,4378000,30,80,15323,4
2515,PNB,Education,9.3,35,1,1122064,21880,14.2,760,3643000,15,85,36430,4
2516,PNB,Automobile,9.25,27,0,1119822,6196,15.7,815,328900,7,85,0,4
2517,PNB,Automobile,9.25,52,0,1634551,5380,19.1,811,315500,7,85,0,4
2518,PNB,Home,7.8,55,1,2623482,19807,16.7,723,6649000,30,80,23271.5,4
2519,PNB,Home,7.8,37,1,1585132,27343,19.8,750,5067000,30,80,17734.5,4
2520,PNB,Education,9.3,54,0,1217596,16640,17.3,805,3237000,15,85,32370,4
2521,PNB,Education,9.3,28,0,1127118,21509,28.3,801,3295000,15,85,32950,4
2522,PNB,Education,9.3,58,1,717421,16381,8.9,688,3256000,15,85,32560,4
2523,PNB,Education,9.3,53,0,1809446,41919,21.6,817,4826000,15,85,48260,4
2524,PNB,Automobile,9.25,43,1,1381680,23373,11.4,794,291700,7,85,0,4
2525,PNB,Automobile,9.25,55,0,1349114,29006,12.5,672,369500,7,85,0,4
2526,PNB,Automobile,9.25,44,0,1193428,16708,28.5,808,351800,7,85,0,4
2527,PNB,Education,9.3,33,0,1137606,21804,39.1,774,4481000,15,85,44810,4
2528,PNB,Education,9.3,35,1,1112982,8941,15,818,3481000,15,85,34810,4
2529,PNB,Education,9.3,54,0,1312026,14432,29.5,818,4298000,15,85,42980,4
2530,PNB,Education,9.3,57,1,1120962,24474,17,810,3310000,15,85,33100,4
2531,PNB,Home,8.6,35,1,2254008,24343,16.3,660,6240000,30,80,21840,4
2532,PNB,Automobile,9.25,54,1,2011169,18436,32.3,733,297500,7,85,0,4
2533,PNB,Education,9.3,35,1,969038,9448,15.4,795,3814000,15,85,38140,4
2534,PNB,Home,7.4,29,1,1347955,9952,20.3,817,4652000,30,80,16282,4
2535,PNB,Automobile,9.25,50,1,774098,16191,39.3,748,342300,7,85,0,4
2536,PNB,Home,7.55,31,1,1315123,15343,17,778,2881000,30,80,10083.5,4
2537,PNB,Automobile,9.25,28,1,1501456,17517,14,769,318900,7,85,0,4
2538,PNB,Automobile,9.25,57,0,2455465,33353,16.9,822,663700,7,85,0,4
2539,PNB,Automobile,9.25,45,0,1556328,11893,16.1,782,346600,7,85,0,4
2540,PNB,Automobile,9.25,44,0,853290,15502,14.7,758,310000,7,85,0,4
2541,PNB,Education,9.3,58,1,1179786,8435,9.1,795,3164000,15,85,31640,4
2542,PNB,Home,7.55,42,1,1038939,12208,33.5,769,2832000,30,80,9912,4
2543,PNB,Home,7.55,28,0,965295,5060,14.6,789,3295000,30,80,11532.5,4
2544,PNB,Home,7.8,32,1,1159494,21837,13,732,2942000,30,80,10297,4
2545,PNB,Automobile,9.25,50,1,516857,3157,10.6,801,290800,7,85,0,4
2546,PNB,Automobile,9.25,25,0,879776,16863,11.3,691,358200,7,85,0,4
2547,PNB,Education,9.3,28,0,2223684,35764,22.5,794,3259000,15,85,32590,4
2548,PNB,Automobile,9.25,41,0,4851175,12047,9.9,793,489600,7,85,0,4
2549,PNB,Education,9.3,46,0,1559805,36656,15.7,793,5179000,15,85,51790,4
2550,PNB,Home,7.4,27,1,1115604,22554,10.4,811,3286000,30,80,11501,4
2551,PNB,Automobile,9.25,46,1,732754,6167,14.5,805,317900,7,85,0,4
2552,PNB,Education,9.3,54,0,2643033,62992,13,778,3890000,15,85,38900,4
2553,PNB,Education,9.3,25,1,1878910,19572,21.1,717,4091000,15,85,40910,4
2554,PNB,Automobile,9.25,38,0,950741,10220,16,817,340200,7,85,0,4
2555,PNB,Automobile,9.25,34,1,1473412,20014,21,715,409700,7,85,0,4
2556,PNB,Education,9.3,27,1,1033999,8789,19.3,716,3850000,15,85,38500,4
2557,PNB,Education,9.3,31,0,1792536,9276,32.3,771,5170000,15,85,51700,4
2558,PNB,Automobile,9.25,33,1,2326512,43428,16.8,738,483200,7,85,0,4
2559,PNB,Automobile,9.25,35,0,1241669,17177,15.7,786,350900,7,85,0,4
2560,PNB,Education,9.3,37,1,859712,8382,23.1,798,3393000,15,85,33930,4
2561,PNB,Education,9.3,32,0,1156872,19474,19,812,3042000,15,85,30420,4
2562,PNB,Home,7.4,35,0,2481324,44250,17,817,3807000,30,80,13324.5,4
2563,PNB,Automobile,9.25,45,0,2060113,12773,24.1,810,548700,7,85,0,4
2564,PNB,Automobile,9.25,46,0,1779122,51298,30,796,531000,7,85,0,4
2565,PNB,Education,9.3,27,1,1546087,49862,21,797,3484000,15,85,34840,4
2566,PNB,Education,9.3,50,1,586226,13239,11.6,785,5152000,15,85,51520,4
2567,PNB,Automobile,9.25,49,1,1581731,29262,13.5,793,323100,7,85,0,4
2568,PNB,Home,7.55,47,0,2232424,28835,15.3,771,4896000,30,80,17136,4
2569,PNB,Education,9.3,40,0,679155,12338,26.7,812,3472000,15,85,34720,4
2570,PNB,Home,7.55,59,0,1359792,26176,12.2,793,4631000,30,80,16208.5,4
2571,PNB,Automobile,9.25,51,1,2016356,16215,17.9,821,331000,7,85,0,4
2572,PNB,Education,9.3,24,0,654170,11829,12.1,787,3536000,15,85,35360,4
2573,PNB,Home,7.55,52,0,1577855,16173,14.7,794,3676000,30,80,12866,4
2574,PNB,Home,7.4,39,1,1272183,4241,15.8,804,2835000,30,80,9922.5,4
2575,PNB,Home,7.4,40,1,798646,14642,15.9,805,3070000,30,80,10745,4
2576,PNB,Automobile,9.25,41,0,802066,12225,16.5,790,384100,7,85,0,4
2577,PNB,Automobile,9.25,47,1,1308986,22580,14.9,800,382000,7,85,0,4
2578,PNB,Automobile,9.25,49,1,1528474,18469,13.7,802,495100,7,85,0,4
2579,PNB,Home,7.55,27,0,757948,10295,8.6,771,3481000,30,80,12183.5,4
2580,PNB,Home,7.4,30,0,1318562,23954,28.3,818,4301000,30,80,15053.5,4
2581,PNB,Education,9.3,53,1,1808610,25321,22.6,768,4112000,15,85,41120,4
2582,PNB,Education,9.3,46,1,1496497,11062,8.7,788,3393000,15,85,33930,4
2583,PNB,Home,7.4,45,1,1040934,26544,14.4,818,3932000,30,80,13762,4
2584,PNB,Education,9.3,55,1,1159000,23083,14.5,736,3356000,15,85,33560,4
2585,PNB,Education,9.3,45,0,913691,15000,21.9,785,3948000,15,85,39480,4
2586,PNB,Home,7.8,25,0,1568602,2392,6,743,5182000,30,80,18137,4
2587,PNB,Automobile,9.25,36,0,1846078,23076,16.8,818,412800,7,85,0,4
2588,PNB,Automobile,9.25,36,1,853803,5443,24.9,819,303300,7,85,0,4
2589,PNB,Home,7.4,36,1,1635349,14173,22.3,814,3719000,30,80,13016.5,4
2590,PNB,Automobile,9.25,24,0,1151514,17944,21.5,821,385300,7,85,0,4
2591,PNB,Education,9.3,32,1,802788,8764,10.2,798,4969000,15,85,49690,4
2592,PNB,Home,7.55,25,0,1264773,14461,18.2,780,3158000,30,80,11053,4
2593,PNB,Education,9.3,39,0,2888969,6982,24.3,797,4496000,15,85,44960,4
2594,PNB,Education,9.3,40,1,1602403,32582,21.1,804,4161000,15,85,41610,4
2595,PNB,Home,7.55,36,0,954085,21944,27.2,791,4179000,30,80,14626.5,4
2596,PNB,Education,9.3,51,1,975878,27406,27.7,790,3817000,15,85,38170,4
2597,PNB,Education,9.3,32,0,1333990,20566,34.2,806,3844000,15,85,38440,4
2598,PNB,Education,9.3,54,1,489364,12438,10.6,732,3295000,15,85,32950,4
2599,PNB,Automobile,9.25,53,0,1003409,15720,12.6,799,351200,7,85,0,4
2600,PNB,Home,7.4,51,1,574503,4026,13.2,817,3780000,30,80,13230,4
2601,PNB,Automobile,9.25,39,0,1116972,12101,6,784,433800,7,85,0,4
2602,PNB,Education,9.3,54,1,1075704,14253,13.5,758,4167000,15,85,41670,4
2603,PNB,Education,9.3,50,0,768284,4142,9.7,803,3039000,15,85,30390,4
2604,PNB,Automobile,9.25,45,1,853898,20564,16.6,772,463400,7,85,0,4
2605,PNB,Education,9.3,32,1,1689138,39554,22.4,772,4817000,15,85,48170,4
2606,PNB,Automobile,9.25,30,1,928131,8949,17.3,777,296900,7,85,0,4
2607,PNB,Automobile,9.25,51,0,1652297,13907,17.4,715,333200,7,85,0,4
2608,PNB,Home,7.8,47,0,1152540,8721,10.5,747,3515000,30,80,12302.5,4
2609,PNB,Automobile,9.25,52,0,977645,4774,9.8,759,295400,7,85,0,4
2610,PNB,Education,9.3,34,0,460427,9899,8.5,813,3149000,15,85,31490,4
2611,PNB,Education,9.3,54,0,1349950,20249,16.9,738,5152000,15,85,51520,4
2612,PNB,Automobile,9.25,57,0,1054633,18017,12,793,315500,7,85,0,4
2613,PNB,Automobile,9.25,56,1,943350,17452,13.5,812,316400,7,85,0,4
2614,PNB,Home,7.55,36,0,1191015,39105,13.4,798,3231000,30,80,11308.5,4
2615,PNB,Education,9.3,44,0,1902090,21716,14.7,785,3170000,15,85,31700,4
2616,PNB,Home,7.4,33,1,1161147,17514,21.2,820,3298000,30,80,11543,4
2617,PNB,Automobile,9.25,30,1,1600370,27473,27.2,768,359100,7,85,0,4
2618,PNB,Education,9.3,55,0,1738899,1956,18.2,821,5286000,15,85,52860,4
2619,PNB,Education,9.3,32,0,1162230,10073,10.5,802,4057000,15,85,40570,4
2620,PNB,Education,9.3,57,1,1336118,15844,29.3,776,2969000,15,85,29690,4
2621,PNB,Home,7.4,43,1,954180,16460,20,805,3240000,30,80,11340,4
2622,PNB,Education,9.3,40,0,2454439,35794,14,787,6393000,15,85,63930,4
2623,PNB,Education,9.3,37,1,1137606,10712,14.4,806,3810000,15,85,38100,4
2624,PNB,Automobile,9.25,42,1,2619891,17029,29.9,804,1800000,7,85,0,4
2625,PNB,Automobile,9.25,34,0,872024,21364,31,815,318200,7,85,0,4
2626,PNB,Education,9.3,44,1,855779,13906,9.3,816,2902000,15,85,29020,4
2627,PNB,Automobile,9.25,48,1,3233876,24039,18,780,451200,7,85,0,4
2628,PNB,Education,9.3,55,1,768892,7176,17.9,808,3109000,15,85,31090,4
2629,PNB,Education,9.3,46,1,744724,10364,20.1,798,3664000,15,85,36640,4
2630,PNB,Home,7.55,54,0,1166923,10697,20,798,3161000,30,80,11063.5,4
2631,PNB,Education,9.3,28,1,1353503,21430,19.9,770,3493000,15,85,34930,4
2632,PNB,Home,7.4,59,1,1153224,13070,32.6,810,3149000,30,80,11021.5,4
2633,PNB,Home,7.55,33,1,932330,8313,12.9,790,3131000,30,80,10958.5,4
2634,PNB,Education,9.3,56,0,837729,11589,15,795,3759000,15,85,37590,4
2635,PNB,Education,9.3,35,0,2699900,55348,27.9,779,6713000,15,85,67130,4
2636,PNB,Automobile,9.25,43,1,1502672,20912,14.6,761,494200,7,85,0,4
2637,PNB,Home,7.55,50,1,2418947,11026,10.9,780,4137000,30,80,14479.5,4
2638,PNB,Automobile,9.25,42,1,1667060,9002,18.6,814,351200,7,85,0,4
2639,PNB,Education,9.3,43,0,741969,7729,21.5,787,3356000,15,85,33560,4
2640,PNB,Education,9.3,27,1,1031206,16242,37.9,766,3496000,15,85,34960,4
2641,PNB,Education,9.3,49,1,1605234,40933,23.4,802,4115000,15,85,41150,4
2642,PNB,Automobile,9.25,34,1,1630637,3275,14,720,404500,7,85,0,4
2643,PNB,Education,9.3,37,0,1689480,17740,24.2,754,3161000,15,85,31610,4
2644,PNB,Automobile,9.25,31,1,1830992,10238,17.3,814,445700,7,85,0,4
2645,PNB,Automobile,9.25,45,1,1162458,23249,11.8,765,359100,7,85,0,4
2646,PNB,Education,9.3,36,0,626487,11642,19.5,805,3170000,15,85,31700,4
2647,PNB,Home,7.55,27,1,1063183,7965,13.3,769,2838000,30,80,9933,4
2648,PNB,Home,7.4,45,1,1691684,23261,27.3,810,3185000,30,80,11147.5,4
2649,PNB,Home,7.4,30,1,1021174,13190,15.4,818,3871000,30,80,13548.5,4
2650,PNB,Home,7.8,50,1,1245792,395,22.4,725,4182000,30,80,14637,4
2651,PNB,Home,7.4,44,1,1145510,487,18.4,806,4201000,30,80,14703.5,4
2652,PNB,Automobile,9.25,42,1,630230,17279,15.4,791,315200,7,85,0,4
2653,PNB,Education,9.3,49,1,394212,7030,19.4,736,2911000,15,85,29110,4
2654,PNB,Education,9.3,24,1,504070,7141,7,784,3137000,15,85,31370,4
2655,PNB,Education,9.3,33,1,1438965,26621,17.1,739,4356000,15,85,43560,4
2656,PNB,Automobile,9.25,38,1,1312254,24933,15.9,760,462800,7,85,0,4
2657,PNB,Education,9.3,57,1,1429902,11117,13.9,816,3326000,15,85,33260,4
2658,PNB,Education,9.3,55,0,1917290,40423,17.5,819,4530000,15,85,45300,4
2659,PNB,Home,7.4,35,1,1714446,20145,17.3,815,3844000,30,80,13454,4
2660,PNB,Education,9.3,53,0,2618238,50837,29.9,821,3820000,15,85,38200,4
2661,PNB,Home,7.55,56,0,453169,4116,7,783,2899000,30,80,10146.5,4
2662,PNB,Automobile,9.25,40,1,701385,19697,20.9,787,330100,7,85,0,4
2663,PNB,Automobile,9.25,27,1,4846900,31747,17.7,801,464600,7,85,0,4
2664,PNB,Automobile,9.25,37,0,1484375,28574,19.9,798,454800,7,85,0,4
2665,PNB,Home,7.55,27,0,561051,5751,14,795,3182000,30,80,11137,4
2666,PNB,Home,7.55,39,1,777404,11531,20.8,787,2893000,30,80,10125.5,4
2667,PNB,Education,9.3,40,1,909777,11145,18.3,704,3896000,15,85,38960,4
2668,PNB,Education,9.3,47,0,1357740,17764,15.4,777,3496000,15,85,34960,4
2669,PNB,Education,9.3,55,0,633536,8869,8.5,727,2893000,15,85,28930,4
2670,PNB,Automobile,9.25,43,1,2823495,51058,28.8,734,646600,7,85,0,4
2671,PNB,Automobile,9.25,54,1,1527410,13365,25.4,734,386200,7,85,0,4
2672,PNB,Home,7.55,51,0,800470,13275,16,756,3765000,30,80,13177.5,4
2673,PNB,Education,9.3,28,1,1115889,7179,28.6,786,3368000,15,85,33680,4
2674,PNB,Education,9.3,45,0,1878340,22227,8.8,790,3823000,15,85,38230,4
2675,PNB,Automobile,9.25,32,1,1519639,30900,11,772,338700,7,85,0,4
2676,PNB,Education,9.3,26,0,1299334,26420,16.1,815,3475000,15,85,34750,4
2677,PNB,Education,9.3,32,1,718751,15333,13.8,763,5487000,15,85,54870,4
2678,PNB,Home,7.55,56,1,808298,11114,34.3,769,3317000,30,80,11609.5,4
2679,PNB,Home,7.55,56,0,1408926,22191,33.2,795,3512000,30,80,12292,4
2680,PNB,Education,9.3,30,0,1145719,15467,17,760,4207000,15,85,42070,4
2681,PNB,Automobile,9.25,41,1,429438,8303,16.5,778,293500,7,85,0,4
2682,PNB,Automobile,9.25,53,1,761007,19089,19.6,734,316700,7,85,0,4
2683,PNB,Education,9.3,59,0,3665727,73926,31.8,767,4820000,15,85,48200,4
2684,PNB,Home,7.55,59,0,962996,26803,11,789,2908000,30,80,10178,4
2685,PNB,Education,9.3,39,1,1007532,17800,14,767,3289000,15,85,32890,4
2686,PNB,Home,7.4,46,0,935180,14028,18.5,816,3289000,30,80,11511.5,4
2687,PNB,Home,7.4,27,0,1657465,28867,15.6,816,3076000,30,80,10766,4
2688,PNB,Home,7.55,42,1,749227,14510,28,772,3225000,30,80,11287.5,4
2689,PNB,Education,9.3,26,1,2339147,14366,25.9,816,3356000,15,85,33560,4
2690,PNB,Automobile,9.25,43,0,1344098,20273,14.9,813,331000,7,85,0,4
2691,PNB,Education,9.3,34,0,2501369,25639,18.6,819,4237000,15,85,42370,4
2692,PNB,Home,7.4,49,1,650712,2548,7.6,810,2923000,30,80,10230.5,4
2693,PNB,Home,7.55,49,1,908903,6991,33.6,785,3033000,30,80,10615.5,4
2694,PNB,Automobile,9.25,45,1,1685376,12359,15.7,807,331000,7,85,0,4
2695,PNB,Automobile,9.25,27,0,1340374,16889,19.6,818,384100,7,85,0,4
2696,PNB,Education,9.3,40,1,850896,17514,14.2,764,3835000,15,85,38350,4
2697,PNB,Education,9.3,54,0,955320,15206,13,811,3106000,15,85,31060,4
2698,PNB,Automobile,9.25,24,0,1817065,27408,19.4,808,343200,7,85,0,4
2699,PNB,Education,9.3,57,0,1668447,35037,16.5,781,5091000,15,85,50910,4
2700,PNB,Automobile,9.25,35,0,853328,14364,23.9,813,385000,7,85,0,4
2701,PNB,Automobile,9.25,25,1,2184981,11344,20.2,814,447500,7,85,0,4
2702,PNB,Automobile,9.25,58,1,1816552,15834,18.2,816,330700,7,85,0,4
2703,PNB,Automobile,9.25,32,0,615049,7586,10,778,321000,7,85,0,4
2704,PNB,Home,7.8,38,1,1248471,12068,18.6,744,4195000,30,80,14682.5,4
2705,PNB,Automobile,9.25,28,0,2358736,50909,26.8,788,346600,7,85,0,4
2706,PNB,Home,7.8,34,1,2136930,34903,28.4,745,4795000,30,80,16782.5,4
